appid,tags
214700,Adventure;Atmospheric;Casual;Comedy;Experience;Experimental;Exploration;First-Person;FPS;Great Soundtrack;Indie;Interactive Fiction;Narrative;Noir;Psychological Horror;Short;Singleplayer;Story Rich;Surreal;Walking Simulator
214730,2D;Action;Adventure;Arcade;Atmospheric;Classic;Comedy;Nostalgia;Open World;Procedural Generation;Replay Value;RPG;RTS;Sandbox;Sci-fi;Simulation;Singleplayer;Space;Strategy;Turn-Based
214770,2D;Action;Adventure;Beat 'em up;Co-op;Colorful;Comedy;Controller;Exploration;Fighting;Funny;Great Soundtrack;Indie;Local Co-Op;Local Multiplayer;Memes;Metroidvania;Platformer;Side Scroller;Singleplayer
214790,2D;Adventure;Arcade;Casual;Difficult;Experimental;Great Soundtrack;Indie;Physics;Platformer;Puzzle;Singleplayer;Strategy
214830,2D;Action;Adventure;Anime;Casual;Comedy;Experimental;Fantasy;Fast-Paced;Funny;Great Soundtrack;Indie;JRPG;Multiplayer;Parody ;Pixel Graphics;Puzzle;Retro;RPG;Singleplayer
214870,Action;Atmospheric;Classic;Co-op;Demons;Fast-Paced;First-Person;FPS;Gore;Great Soundtrack;Horror;Local Co-Op;Multiplayer;Old School;Online Co-Op;Remake;Shooter;Singleplayer;Split Screen;Zombies
214910,Action;Arcade;Flight;Simulation;Singleplayer;World War II
214950,Action;Atmospheric;Co-op;Education;Grand Strategy;Historical;Moddable;Multiplayer;Online Co-Op;Real Time Tactics;Rome;RTS;Simulation;Singleplayer;Strategy;Tactical;Turn-Based;Turn-Based Strategy;Turn-Based Tactics;War
214970,2D;Action;Difficult;Great Soundtrack;Indie;Mechs;Physics;Platformer;Robots;Sci-fi;Shoot 'Em Up;Shooter;Side Scroller;Singleplayer
215080,2D;Action;Adventure;Anime;Co-op;Fantasy;Free to Play;Isometric;Massively Multiplayer;MMORPG;Multiplayer;Open World;RPG;Sandbox;Strategy;Tactical;Tactical RPG;Turn-Based;Turn-Based Combat;Turn-Based Strategy
215100,2D;Adventure;Anime;Fantasy;Free to Play;Great Soundtrack;JRPG;Massively Multiplayer;MMORPG;Multiplayer;Nudity;Old School;RPG;Sexual Content
215160,1990's;Adventure;Atmospheric;Classic;Comedy;Cult Classic;Escape Room;Fantasy;Funny;Great Soundtrack;Indie;Point & Click;Puzzle;Retro;Singleplayer;Story Rich
215280,Action;Adventure;Character Customization;Conspiracy;Exploration;Free to Play;Horror;Illuminati;Lovecraftian;Massively Multiplayer;MMORPG;Multiplayer;Mythology;Open World;Puzzle;RPG;Story Rich;Supernatural;Third Person;Zombies
215390,Action;Flight;Simulation;World War II
215450,Action;Casual;Indie;Puzzle;Twin Stick Shooter
215470,Action;Adventure;Co-op;Dinosaurs;First-Person;FPS;Funny;Indie;Massively Multiplayer;Multiplayer;Open World;PvP;Sci-fi;Shooter;Singleplayer;Strategy;Survival;Team-Based;Third Person;Third-Person Shooter
215510,2D;Action;Action-Adventure;Adventure;Co-op;Comedy;Controller;Funny;Gore;Indie;Local Co-Op;Local Multiplayer;Multiplayer;Online Co-Op;Platformer;Puzzle;Shooter;Side Scroller;Singleplayer;Story Rich
215530,Action;Action RPG;Adventure;Based On A Novel;Co-op;Dark Fantasy;Dungeon Crawler;Fantasy;Funny;Gothic;Hack and Slash;Indie;Isometric;Loot;Magic;Multiplayer;RPG;Singleplayer;Steampunk;Vampire
215550,Action;Adventure;Early Access;Funny;Horror;Indie;RPG;Third-Person Shooter;Zombies
215630,Action;Action RPG;Adventure;Choices Matter;Controller;Dark Fantasy;Fantasy;RPG;Singleplayer;Story Rich;Third Person
215670,2D;Adventure;Atmospheric;Dark;Exploration;GameMaker;Horror;Indie;Interactive Fiction;Multiple Endings;Mystery;Pixel Graphics;Point & Click;Psychological;Retro;Short;Singleplayer;Story Rich;Thriller;Walking Simulator
215690,Action;Adventure;Atmospheric;Beat 'em up;Co-op;Fantasy;Fighting;First-Person;FPS;Indie;Online Co-Op;Open World;Sci-fi;Singleplayer;Surreal
215710,2D;Action;Casual;Indie;Singleplayer;Strategy;Touch-Friendly;Tower Defense
215770,Action;Indie;Singleplayer;Strategy;Tower Defense
215790,Casual;Pinball;Simulation
215830,Action;Adventure;Anime;Beat 'em up;Character Customization;Early Access;Free to Play;Great Soundtrack;Hack and Slash;Indie;JRPG;Massively Multiplayer;MMORPG;Multiplayer;Nudity;Open World;RPG;Sexual Content;Side Scroller;Singleplayer
215870,Action;Free to Play;Massively Multiplayer;MOBA;Multiplayer;RPG
215930,Action;Classic;Isometric;RPG;Singleplayer;Strategy;Tactical;Tactical RPG;Turn-Based;Turn-Based Strategy;Turn-Based Tactics
216090,Card Game;Cartoony;Casual;Cute;Dinosaurs;Family Friendly;Funny;Indie;Singleplayer;Strategy;Tower Defense
216130,3D;4X;Aliens;Base-Building;Class-Based;Grand Strategy;Naval Combat;Real-Time;RTS;Sci-fi;Simulation;Singleplayer;Space;Space Sim;Story Rich;Strategy;Tactical;Top-Down;War;Wargame
216150,2D;2D Platformer;Anime;Casual;Character Customization;Co-op;Cute;Free to Play;Loot;Massively Multiplayer;MMORPG;Multiplayer;Multiple Endings;Platformer;PvE;PvP;RPG;Side Scroller;Story Rich;Third Person
216210,Adventure;Female Protagonist;Point & Click;Puzzle
216260,Cricket;Indie;Multiplayer;Simulation;Sports
216290,2D;Indie;Metroidvania;Pixel Graphics;Platformer;Puzzle;Puzzle-Platformer;Sci-fi;Singleplayer;Time Manipulation
216330,Action;Adventure;Free to Play;Open World
216670,Indie;Strategy;Turn-Based;Turn-Based Strategy
216890,Board Game;Competitive;Dwarf;Fantasy;Football (American);Funny;Games Workshop;Multiplayer;RPG;Singleplayer;Sports;Strategy;Tabletop;Tactical;Turn-Based;Turn-Based Strategy;Warhammer 40K
216910,Action;Action RPG;Adventure;Controller;Dark Fantasy;Difficult;Fantasy;Great Soundtrack;Real-Time with Pause;RPG;Singleplayer;Stealth;Story Rich;Strategy;Third Person;Turn-Based
216930,Casual;Match 3;Puzzle
217100,Action;Adventure;First-Person;FPS;Gore;Horror;Indie;Shooter;Singleplayer;Survival Horror
217120,Abstract;Action;Action Roguelike;Arcade;Arena Shooter;Bullet Hell;Bullet Time;Colorful;Cyberpunk;Early Access;Hacking;Multiplayer;Procedural Generation;Psychedelic;Score Attack;Shoot 'Em Up;Shooter;Top-Down;Top-Down Shooter;Twin Stick Shooter
217140,Action;Arena Shooter;Boomer Shooter;Comedy;Fast-Paced;Female Protagonist;First-Person;FPS;Funny;Gore;Multiplayer;Nostalgia;Old School;PvP;Reboot;Remake;Sci-fi;Shooter;Singleplayer;Violent
217200,1990's;2D;Action;Adventure;Classic;Co-op;Comedy;Funny;Local Co-Op;Local Multiplayer;Multiplayer;Online Co-Op;Party;Physics;Platformer;Retro;Singleplayer;Strategy;Turn-Based;Turn-Based Strategy
217270,1980s;3D;3D Fighter;Action;Anime;Arcade;Classic;Colorful;Combat;Cult Classic;Fighting;Great Soundtrack;Indie;Martial Arts;Old School;Remake;Retro;Rhythm;Side Scroller;Strategy
217290,Action;Action Roguelike;Action RPG;Dungeon Crawler;Fantasy;Hack and Slash;Indie;Loot;Online Co-Op;Procedural Generation;RPG
217690,Adventure;Atmospheric;Escape Room;First-Person;Great Soundtrack;Horror;Indie;Psychological Horror;Puzzle;Singleplayer;Story Rich
217750,Action;Action RPG;Adventure;Combat;Fantasy;Free to Play;Gore;Hack and Slash;Massively Multiplayer;Mature;MMORPG;Multiplayer;Nudity;PvE;PvP;RPG;Sexual Content;Story Rich;Swordplay;Third Person
217790,Action;Arcade;Co-op;Flight;Local Co-Op;Local Multiplayer;Shooter;Simulation;Singleplayer;Split Screen;World War II
217920,Action;Aliens;Arcade;Difficult;First-Person;FPS;Multiplayer;Sci-fi;Shooter;Singleplayer;Violent
218020,CRPG;Fantasy;Indie;Isometric;Rome;RPG;Singleplayer;Strategy;Turn-Based
218040,Indie;Political Sim;Politics;Simulation;Strategy;Turn-Based
218060,2D;Action;Addictive;Arcade;Casual;Colorful;Comedy;Controller;Difficult;Great Soundtrack;Indie;Linear;Music;Platformer;Precision Platformer;Rhythm;Runner;Score Attack;Side Scroller;Singleplayer
218090,Difficult;Grand Strategy;Hex Grid;Historical;Indie;Military;Puzzle;Singleplayer;Strategy;Turn-Based;Turn-Based Strategy;Turn-Based Tactics;War;Wargame;World War II
218230,Action;Adventure;Co-op;First-Person;FPS;Free to Play;Futuristic;Massively Multiplayer;Multiplayer;Online Co-Op;Open World;PvP;RPG;Sci-fi;Shooter;Space;Strategy;Tactical;Team-Based;War
218410,2D;Addictive;Adventure;Comedy;Fantasy;Female Protagonist;Great Soundtrack;Medieval;Moddable;Pixel Graphics;Real-Time with Pause;Retro;RPG;Singleplayer;Story Rich;Strategy;Tactical RPG;Touch-Friendly;Tower Defense;Zombies
218510,Indie;Multiplayer;RTS;Sci-fi;Singleplayer;Space;Strategy
218620,Action;Co-op;Crime;First-Person;FPS;Funny;Great Soundtrack;Gun Customization;Heist;Looter Shooter;Multiplayer;Online Co-Op;PvE;Shooter;Simulation;Singleplayer;Stealth;Strategy;Tactical;Team-Based
218640,Action;Adventure;Atmospheric;Dark;Difficult;Funny;Gore;Horror;Indie;Mature;Nudity;Open World;Psychological Horror;Puzzle;Singleplayer;Stealth;Story Rich;Third Person;Villain Protagonist;Violent
218660,Action;Adventure;Indie;Twin Stick Shooter;World War II
218680,2D;Action;Adventure;Casual;Comedy;Cute;Education;Family Friendly;Fantasy;Funny;Indie;Moddable;Multiplayer;Open World;Platformer;Puzzle;Replay Value;Sandbox;Singleplayer;Strategy
218700,Adventure;Casual;Female Protagonist;Hidden Object;Point & Click;Puzzle
218740,2.5D;2D;Adventure;Atmospheric;Co-op;Difficult;Great Soundtrack;Indie;Local Co-Op;Local Multiplayer;Platformer;Puzzle;Puzzle-Platformer;Side Scroller;Singleplayer;Stealth
218820,2D;Action;Adventure;Arcade;Co-op;Crafting;Female Protagonist;Indie;Kickstarter;Local Co-Op;Local Multiplayer;Online Co-Op;Pixel Graphics;Platformer;Retro;RPG;Shoot 'Em Up;Shooter;Side Scroller;Split Screen
219070,Action;Indie
219150,1980s;2D;Action;Addictive;Atmospheric;Difficult;Fast-Paced;Gore;Great Soundtrack;Indie;Music;Pixel Graphics;Psychedelic;Retro;Shooter;Singleplayer;Surreal;Top-Down;Top-Down Shooter;Violent
219190,2D;Action;Arcade;Bullet Hell;Difficult;Indie;Local Co-Op;Pixel Graphics;Retro;Robots;Sci-fi;Shoot 'Em Up;Shooter;Singleplayer;Twin Stick Shooter
219200,2D;Action;Arcade;Indie;Local Co-Op;Pixel Graphics;Retro;Robots;Sci-fi;Shooter;Singleplayer;Top-Down;Top-Down Shooter
219640,Action;Atmospheric;Class-Based;Co-op;Competitive;Difficult;First-Person;FPS;Gore;Hack and Slash;Historical;Indie;Medieval;Multiplayer;PvP;Simulation;Swordplay;Team-Based;Third Person;Violent
219680,Adventure;Atmospheric;Beautiful;Casual;Cute;Experimental;Exploration;First-Person;Great Soundtrack;Indie;Music;Open World;Pixel Graphics;Procedural Generation;Relaxing;Sandbox;Short;Singleplayer;Surreal;Walking Simulator
219700,Action;Fantasy;Free to Play;Hex Grid;Massively Multiplayer;MOBA;Multiplayer;RPG;Singleplayer;Strategy;Tactical;Turn-Based;Turn-Based Strategy
219740,2D;Adventure;Crafting;Difficult;Exploration;Horror;Indie;Moddable;Multiplayer;Open World;Open World Survival Craft;Perma Death;Replay Value;Rogue-like;Sandbox;Simulation;Singleplayer;Survival;Survival Horror;Top-Down
219760,Action;Action RPG;Adventure;Atmospheric;Classic;CRPG;Fantasy;Great Soundtrack;Hack and Slash;Isometric;RPG;Singleplayer
219780,Action;Action RPG;Adventure;Atmospheric;Character Customization;Comedy;CRPG;Difficult;Dragons;Fantasy;Female Protagonist;Funny;Great Soundtrack;Magic;Medieval;Open World;RPG;Singleplayer;Story Rich;Third Person
219830,2D;2D Platformer;Action;Building;Co-op;Competitive;Fast-Paced;Free to Play;Funny;Indie;Medieval;Multiplayer;Pixel Graphics;Platformer;Sandbox;Side Scroller;Singleplayer;Strategy;Team-Based;Zombies
219890,Abstract;Adventure;Atmospheric;Colorful;Difficult;Exploration;First-Person;Great Soundtrack;Indie;Metroidvania;Minimalist;Nonlinear;Platformer;Psychedelic;Psychological;Puzzle;Replay Value;Sci-fi;Singleplayer;Surreal
219910,1990's;2D;Adventure;Classic;Comedy;Cult Classic;Dark Humor;Escape Room;Female Protagonist;Funny;Great Soundtrack;Hand-drawn;Indie;Point & Click;Psychological;Puzzle;Retro;Singleplayer;Story Rich;Third Person
219990,Action;Action RPG;Adventure;Atmospheric;Character Customization;Choices Matter;Co-op;Crafting;Dark;Dark Fantasy;Dungeon Crawler;Fantasy;Hack and Slash;Isometric;Loot;Moddable;Multiplayer;Post-apocalyptic;RPG;Singleplayer
220090,2.5D;3D;Adventure;Atmospheric;Colorful;Comedy;Dark;Dark Comedy;Dark Fantasy;Dark Humor;Dynamic Narration;Episodic;Fantasy;Indie;Linear;Mouse only;Noir;Point & Click;Realistic;Surreal
220160,Action;Arcade;Bikes;Difficult;Level Editor;Local Multiplayer;Minigames;Motorbike;Multiplayer;Platformer;Racing;Simulation;Sports
220200,Adventure;Building;Comedy;Difficult;Education;Exploration;Funny;Indie;Moddable;Open World;Physics;Replay Value;Sandbox;Sci-fi;Science;Simulation;Singleplayer;Space;Space Sim;Strategy
220240,Action;Adventure;Atmospheric;Co-op;Colorful;Crafting;First-Person;FPS;Hunting;Multiplayer;Nudity;Online Co-Op;Open World;RPG;Sandbox;Shooter;Singleplayer;Stealth;Story Rich;Survival
220260,Agriculture;Atmospheric;Casual;Co-op;Driving;Farming;Farming Sim;Funny;Great Soundtrack;Management;Moddable;Multiplayer;Online Co-Op;Open World;Physics;Realistic;Relaxing;Sandbox;Simulation;Singleplayer
220420,2.5D;2D;Adventure;Atmospheric;Based On A Novel;Casual;Classic;Detective;Drama;Exploration;Family Friendly;Female Protagonist;Funny;Great Soundtrack;Mouse only;Mystery;Point & Click;Puzzle;Retro;Story Rich
220440,Action;Adventure;Atmospheric;Beat 'em up;Character Action Game;Comedy;Controller;Demons;Fantasy;Fast-Paced;Gore;Great Soundtrack;Hack and Slash;Platformer;Reboot;Singleplayer;Spectacle fighter;Story Rich;Stylized;Third Person
220460,2.5D;2D Platformer;Action;Action Roguelike;Arcade;Atmospheric;Casual;Funny;Indie;Platformer;Procedural Generation;Rogue-like;Rogue-lite;Sci-fi;Score Attack;Shooter;Singleplayer;Soundtrack;Space;Survival
220660,4X;Exploration;Indie;Real-Time;RTS;Sci-fi;Singleplayer;Space;Strategy
220740,2D;Adventure;Atmospheric;Classic;Comedy;Dark Humor;Escape Room;Funny;Great Soundtrack;Hand-drawn;Indie;Point & Click;Puzzle;Retro;Sci-fi;Singleplayer;Steampunk;Story Rich
220780,2D;2D Platformer;Atmospheric;Casual;Colorful;Family Friendly;Indie;Linear;Minimalist;Mystery;Narration;Philosophical;Physics;Platformer;Precision Platformer;Puzzle-Platformer;Sci-fi;Side Scroller;Singleplayer;Story Rich
220820,Addictive;Adventure;Atmospheric;Controller;Exploration;Gore;Horror;Isometric;Open World;Post-apocalyptic;Racing;Replay Value;Score Attack;Shooter;Singleplayer;Survival;Top-Down;Top-Down Shooter;Violent;Zombies
220860,2D;Action;Adventure;Casual;Comedy;Experimental;Fast-Paced;Funny;Great Soundtrack;Indie;Level Editor;Minigames;Parody ;Pixel Graphics;Point & Click;Puzzle;Retro;Short;Singleplayer;Touch-Friendly
220900,Action;Arcade;Casual;Indie;Puzzle;Strategy;Touch-Friendly
221020,Adventure;Building;Casual;City Builder;Crafting;Fantasy;Indie;Isometric;Management;Pixel Graphics;Resource Management;Rogue-like;RPG;Sandbox;Simulation;Singleplayer;Strategy;Survival;Zombies
221040,Action;Adventure;Atmospheric;Co-op;Co-op Campaign;Female Protagonist;Gore;Horror;Local Co-Op;Multiplayer;Online Co-Op;Quick-Time Events;Shooter;Singleplayer;Split Screen;Survival;Survival Horror;Third Person;Third-Person Shooter;Zombies
221100,Action;Adventure;Atmospheric;Choose Your Own Adventure;Co-op;First-Person;FPS;Horror;Massively Multiplayer;Multiplayer;Online Co-Op;Open World;Post-apocalyptic;PvP;Sandbox;Shooter;Simulation;Survival;Survival Horror;Zombies
221180,2D;Atmospheric;Casual;Great Soundtrack;Indie;Relaxing;RTS;Singleplayer;Strategy
221260,2D;Adventure;Atmospheric;Casual;Comedy;Dark;Dark Humor;Funny;Great Soundtrack;Indie;Parody ;Point & Click;Puzzle;Sandbox;Satire;Short;Singleplayer;Story Rich;Surreal;Touch-Friendly
221380,2D;Action;Adventure;Base-Building;City Builder;Classic;Co-op;Competitive;Historical;Isometric;Medieval;Multiplayer;Real-Time;Remake;Replay Value;Resource Management;RTS;Singleplayer;Strategy;Tactical
221540,Adventure;Aliens;Co-op;Indie;Kickstarter;Local Co-Op;Multiplayer;RTS;Sci-fi;Singleplayer;Space;Strategy;Tower Defense
221640,2D;Action;Addictive;Arcade;Casual;Colorful;Controller;Difficult;Fast-Paced;Great Soundtrack;Indie;Minimalist;Music;Psychedelic;Puzzle;Replay Value;Rhythm;Score Attack;Singleplayer;Soundtrack
221680,Addictive;Casual;Co-op;Difficult;Education;Great Soundtrack;Local Co-Op;Moddable;Multiplayer;Music;Rhythm;Rock Music;Simulation;Singleplayer
221810,2.5D;2D;Adventure;Atmospheric;Casual;Co-op;Comedy;Controller;Dark Humor;Female Protagonist;Funny;Indie;Local Co-Op;Local Multiplayer;Platformer;Point & Click;Puzzle;Puzzle-Platformer;Side Scroller;Singleplayer
221830,Adventure;Comedy;Fantasy;Funny;Indie;Point & Click;Puzzle;Singleplayer
221910,Adventure;Atmospheric;Casual;Choices Matter;Comedy;Dynamic Narration;Exploration;First-Person;Funny;Indie;Multiple Endings;Narration;Psychological;Puzzle;Satire;Short;Singleplayer;Story Rich;Surreal;Walking Simulator
222140,2D;Action;Casual;Indie;Physics;Platformer;Puzzle;Simulation;Singleplayer
222160,2D;Adventure;Atmospheric;Cartoony;Casual;Comedy;Cute;Dark Humor;Fantasy;Funny;Hand-drawn;Indie;Parody ;Point & Click;Psychedelic;Puzzle;Retro;Short;Space;Surreal
222180,3D Platformer;Action;Indie;Platformer;Puzzle;Puzzle-Platformer
222420,1990's;2D;2D Fighter;Action;Anime;Arcade;Classic;Competitive;Controller;Fighting;Great Soundtrack;Local Multiplayer;Multiplayer;Pixel Graphics;Retro
222440,2D;2D Fighter;Action;Anime;Arcade;Classic;Competitive;Fighting;Great Soundtrack;Local Multiplayer;Multiplayer;Pixel Graphics;Retro
222480,Action;Adventure;Anime;Atmospheric;Co-op;Female Protagonist;Gore;Great Soundtrack;Horror;Multiplayer;Online Co-Op;Sci-fi;Shooter;Singleplayer;Story Rich;Survival;Survival Horror;Third Person;Third-Person Shooter;Zombies
222500,Action;Free to Play;Indie;Racing;VR
222520,Adventure;Dwarf;Free to Play;Indie;Massively Multiplayer;MMORPG;Multiplayer;Open World;PvP;RPG;Strategy
222606,Simulation;Trains
222615,
222618,Simulation;Trains
222640,Adventure;CRPG;Difficult;Dwarf;Fantasy;Isometric;Party-Based RPG;Puzzle;Real-Time with Pause;RPG;Singleplayer;Strategy;Tactical;Tactical RPG
222660,Action;Arcade;Great Soundtrack;Indie;Music;Retro;Rhythm;Sci-fi;Shoot 'Em Up;Singleplayer
222730,2D;Addictive;Casual;Family Friendly;Fantasy;Funny;God Game;Great Soundtrack;Indie;Management;Multiplayer;Nature;Puzzle;Relaxing;Replay Value;Resource Management;Sandbox;Simulation;Singleplayer;Strategy
222750,Action;Alternate History;America;Co-op;Cold War;Difficult;Historical;Indie;Military;Multiplayer;Real Time Tactics;Real-Time;Realistic;RTS;Simulation;Singleplayer;Strategy;Tactical;War;Wargame
222880,Action;Adventure;Atmospheric;Co-op;Competitive;First-Person;FPS;Indie;Military;Multiplayer;Online Co-Op;PvP;Realistic;Shooter;Simulation;Singleplayer;Strategy;Tactical;Team-Based;War
222980,2D;Action;Casual;Co-op;Controller;Gore;Indie;Local Co-Op;Local Multiplayer;Multiplayer;Pixel Graphics;Procedural Generation;Retro;Rogue-like;RPG;Shooter;Side Scroller;Singleplayer;Survival;Zombies
223000,Casual;Match 3;Puzzle;Singleplayer;Strategy
223100,Action;Adventure;Atmospheric;Co-op;Crafting;Dystopian ;First-Person;FPS;Futuristic;Military;Multiplayer;Online Co-Op;Open World;Shooter;Singleplayer;Stealth;Story Rich;Survival;Violent;War
223220,2.5D;2D;Action;Adventure;Anime;Arcade;Controller;Difficult;Fantasy;Female Protagonist;Great Soundtrack;Indie;Kickstarter;Local Co-Op;Local Multiplayer;Multiplayer;Platformer;Retro;Side Scroller;Singleplayer
223330,3D;Action;Action RPG;Adventure;Character Customization;Choices Matter;Historical;Multiple Endings;Naval;Naval Combat;Open World;Pirates;Replay Value;Romance;RPG;Sailing;Sandbox;Singleplayer;Story Rich;Third Person
223410,Action;Free to Play;Indie;Massively Multiplayer;Mechs;MMORPG;Multiplayer;Open World;PvP;Robots;RPG;Sandbox;Sci-fi
223430,6DOF;Action;Adventure;FPS;Indie;Multiplayer;RPG;Sandbox;Sci-fi;Shooter;Simulation;Space
223450,Action;Indie;Music;Psychedelic;Racing
223470,Action;Adventure;Classic;Comedy;Dark Comedy;Dark Humor;First-Person;FPS;Funny;Gore;Mature;Moddable;Multiplayer;Open World;Sandbox;Satire;Shooter;Singleplayer;Third Person;Violent
223490,Action;Adventure;Building;Casual;Co-op;Crafting;Early Access;Exploration;First-Person;Indie;Multiplayer;Open World;Open World Survival Craft;RPG;Sandbox;Simulation;Singleplayer;Strategy;Survival;Voxel
223510,Action;Adventure;Atmospheric;Crafting;Exploration;First-Person;Horror;Immersive;Indie;Multiplayer;Mystery;Nature;Open World;Open World Survival Craft;Singleplayer;Story Rich;Survival;Survival Horror;Walking Simulator
